Surah,Ayah,Text,Label
3,118,"O ye who believe! Take not into your intimacy those outside your ranks: They will not fail to corrupt you. They only desire your ruin: Rank hatred has already appeared from their mouths: What their hearts conceal is far worse. We have made plain to you the Signs, if ye have wisdom.",['foundations_of_the_laws']
3,119,"Ah! ye are those who love them, but they love you not,- though ye believe in the whole of the Book. When they meet you, they say, ""We believe"": But when they are alone, they bite off the very tips of their fingers at you in their rage. Say: ""Perish in your rage; Allah knoweth well all the secrets of the heart.""","['pillars_of_faith', 'forbiden_acts', 'people_of_the_book']"
3,120,"If aught that is good befalls you, it grieves them; but if some misfortune overtakes you, they rejoice at it. But if ye are constant and do right, not the least harm will their cunning do to you; for Allah Compasseth round about all that they do.",['muslim_ethic']
3,122,"Remember two of your parties Meditated cowardice; but Allah was their protector, and in Allah should the faithful (Ever) put their trust.",['muslim_ethic']
3,123,"Allah had helped you at Badr, when ye were a contemptible little force; then fear Allah; thus May ye show your gratitude.",['muslim_ethic']
3,125,"""Yea, - if ye remain firm, and act aright, even if the enemy should rush here on you in hot haste, your Lord would help you with five thousand angels Making a terrific onslaught.",['muslim_ethic']
3,126,"Allah made it but a message of hope for you, and an assurance to your hearts: (in any case) there is no help except from Allah. The Exalted, the Wise:",['mandatory_acts']
3,128,"Not for thee, (but for Allah), is the decision: Whether He turn in mercy to them, or punish them; for they are indeed wrong-doers.",['forbiden_acts']
3,129,"To Allah belongeth all that is in the heavens and on earth. He forgiveth whom He pleaseth and punisheth whom He pleaseth; but Allah is Oft-Forgiving, Most Merciful.","['pillars_of_faith', 'mandatory_acts']"
3,130,"O ye who believe! Devour not usury, doubled and multiplied; but fear Allah; that ye may (really) prosper.","['muslim_ethic', 'forbiden_acts']"
3,131,"Fear the Fire, which is repaired for those who reject Faith:","['pillars_of_faith', 'forbiden_acts']"
3,133,"Be quick in the race for forgiveness from your Lord, and for a Garden whose width is that (of the whole) of the heavens and of the earth, prepared for the righteous,-",['muslim_ethic']
3,134,"Those who spend (freely), whether in prosperity, or in adversity; who restrain anger, and pardon (all) men;- for Allah loves those who do good;-","['mandatory_acts', 'muslim_ethic']"
3,135,"And those who, having done something to be ashamed of, or wronged their own souls, earnestly bring Allah to mind, and ask for forgiveness for their sins,- and who can forgive sins except Allah?- and are never obstinate in persisting knowingly in (the wrong) they have done.","['pillars_of_faith', 'mandatory_acts', 'forbiden_acts']"
3,137,"Many were the Ways of Life that have passed away before you: travel through the earth, and see what was the end of those who rejected Truth.",['pillars_of_faith']
3,138,"Here is a plain statement to men, a guidance and instruction to those who fear Allah!","['pillars_of_faith', 'muslim_ethic']"
3,140,"If a wound hath touched you, be sure a similar wound hath touched the others. Such days (of varying fortunes) We give to men and men by turns: that Allah may know those that believe, and that He may take to Himself from your ranks Martyr-witnesses (to Truth). And Allah loveth not those that do wrong.",['forbiden_acts']
3,141,Allah's object also is to purge those that are true in Faith and to deprive of blessing Those that resist Faith.,['forbiden_acts']
3,142,Did ye think that ye would enter Heaven without Allah testing those of you who fought hard (In His Cause) and remained steadfast?,"['pillars_of_faith', 'muslim_ethic']"
3,144,"Muhammad is no more than a messenger: many Were the messenger that passed away before him. If he died or were slain, will ye then Turn back on your heels? If any did turn back on his heels, not the least harm will he do to Allah; but Allah (on the other hand) will swiftly reward those who (serve Him) with gratitude.","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts']"
3,145,"Nor can a soul die except by Allah's leave, the term being fixed as by writing. If any do desire a reward in this life, We shall give it to him; and if any do desire a reward in the Hereafter, We shall give it to him. And swiftly shall We reward those that (serve us with) gratitude.",['pillars_of_faith']
3,146,"How many of the prophets fought (in Allah's way), and with them (fought) Large bands of godly men? but they never lost heart if they met with disaster in Allah's way, nor did they weaken (in will) nor give in. And Allah Loves those who are firm and steadfast.",['muslim_ethic']
3,147,"All that they said was: ""Our Lord! Forgive us our sins and anything We may have done that transgressed our duty: Establish our feet firmly, and help us against those that resist Faith.""","['pillars_of_faith', 'mandatory_acts', 'forbiden_acts', 'invocations_in_the_quran']"
3,148,"And Allah gave them a reward in this world, and the excellent reward of the Hereafter. For Allah Loveth those who do good.","['pillars_of_faith', 'mandatory_acts', 'muslim_ethic']"
3,149,"O ye who believe! If ye obey the Unbelievers, they will drive you back on your heels, and ye will turn back (from Faith) to your own loss.",['forbiden_acts']
3,151,"Soon shall We cast terror into the hearts of the Unbelievers, for that they joined companions with Allah, for which He had sent no authority: their abode will be the Fire: And evil is the home of the wrong-doers!","['pillars_of_faith', 'forbiden_acts']"
3,152,"Allah did indeed fulfil His promise to you when ye with His permission Were about to annihilate your enemy,-until ye flinched and fell to disputing about the order, and disobeyed it after He brought you in sight (of the booty) which ye covet. Among you are some that hanker after this world and some that desire the Hereafter. Then did He divert you from your foes in order to test you but He forgave you: For Allah is full of grace to those who believe.","['pillars_of_faith', 'forbiden_acts']"
3,154,"After (the excitement) of the distress, He sent down calm on a band of you overcome with slumber, while another band was stirred to anxiety by their own feelings, Moved by wrong suspicions of Allah-suspicions due to ignorance. They said: ""What affair is this of ours?"" Say thou: ""Indeed, this affair is wholly Allah's."" They hide in their minds what they dare not reveal to thee. They say (to themselves): ""If we had had anything to do with this affair, We should not have been in the slaughter here."" Say: ""Even if you had remained in your homes, those for whom death was decreed would certainly have gone forth to the place of their death""; but (all this was) that Allah might test what is in your breasts and purge what is in your hearts. For Allah knoweth well the secrets of your hearts.","['pillars_of_faith', 'forbiden_acts']"
3,155,"Those of you who turned back on the day the two hosts Met,-it was Satan who caused them to fail, because of some (evil) they had done. But Allah Has blotted out (their fault): For Allah is Oft-Forgiving, Most Forbearing.","['mandatory_acts', 'forbiden_acts', 'creation_and_creatures']"
3,156,"O ye who believe! Be not like the Unbelievers, who say of their brethren, when they are travelling through the Earth or engaged in fighting: ""If they had stayed with us, they would not have died, or been slain."" This that Allah may make it a cause of sighs and regrets in their hearts. It is Allah that gives Life and Death, and Allah sees well all that ye do.",['forbiden_acts']
3,157,"And if ye are slain, or die, in the way of Allah, forgiveness and mercy from Allah are far better than all they could amass.","['pillars_of_faith', 'mandatory_acts']"
3,158,"And if ye die, or are slain, Lo! it is unto Allah that ye are brought together.",['pillars_of_faith']
3,159,"It is part of the Mercy of Allah that thou dost deal gently with them Wert thou severe or harsh-hearted, they would have broken away from about thee: so pass over (Their faults), and ask for (Allah's) forgiveness for them; and consult them in affairs (of moment). Then, when thou hast Taken a decision put thy trust in Allah. For Allah loves those who put their trust (in Him).","['mandatory_acts', 'muslim_ethic']"
3,160,"If Allah helps you, none can overcome you: If He forsakes you, who is there, after that, that can help you? in Allah, then, Let believers put their trust.",['pillars_of_faith']
3,161,"No prophet could (ever) be false to his trust. If any person is so false, He shall, on the Day of Judgment, restore what he misappropriated; then shall every soul receive its due,- whatever it earned,- and none shall be dealt with unjustly.","['pillars_of_faith', 'forbiden_acts']"
3,162,"Is the man who follows the good pleasure of Allah Like the man who draws on himself the wrath of Allah, and whose abode is in Hell?- A woeful refuge!","['pillars_of_faith', 'foundations_of_the_laws']"
3,163,"They are in varying gardens in the sight of Allah, and Allah sees well all that they do.",['pillars_of_faith']
3,164,"Allah did confer a great favour on the believers when He sent among them a messenger from among themselves, rehearsing unto them the Signs of Allah, sanctifying them, and instructing them in Scripture and Wisdom, while, before that, they had been in manifest error.","['pillars_of_faith', 'science_in_the_quran']"
3,165,"What! When a single disaster smites you, although ye smote (your enemies) with one twice as great, do ye say?- ""Whence is this?"" Say (to them): ""It is from yourselves: For Allah hath power over all things.""",['pillars_of_faith']
3,167,"And the Hypocrites also. These were told: ""Come, fight in the way of Allah, or (at least) drive (The foe from your city)."" They said: ""Had we known how to fight, we should certainly have followed you."" They were that day nearer to Unbelief than to Faith, saying with their lips what was not in their hearts but Allah hath full knowledge of all they conceal.","['pillars_of_faith', 'forbiden_acts']"
3,168,"(They are) the ones that say, (of their brethren slain), while they themselves sit (at ease): ""If only they had listened to us they would not have been slain."" Say: ""Avert death from your own selves, if ye speak the truth.""","['pillars_of_faith', 'muslim_ethic']"
3,169,"Think not of those who are slain in Allah's way as dead. Nay, they live, finding their sustenance in the presence of their Lord;",['pillars_of_faith']
3,171,"They glory in the Grace and the bounty from Allah, and in the fact that Allah suffereth not the reward of the Faithful to be lost (in the least).",['muslim_ethic']
3,172,"Of those who answered the call of Allah and the Messenger, even after being wounded, those who do right and refrain from wrong have a great reward;-",['muslim_ethic']
3,173,"Men said to them: ""A great army is gathering against you"": And frightened them: But it (only) increased their Faith: They said: ""For us Allah sufficeth, and He is the best disposer of affairs.""","['pillars_of_faith', 'muslim_ethic']"
3,175,"It is only the Evil One that suggests to you the fear of his votaries: Be ye not afraid of them, but fear Me, if ye have Faith.","['muslim_ethic', 'forbiden_acts', 'creation_and_creatures']"
3,176,"Let not those grieve thee who rush headlong into Unbelief: Not the least harm will they do to Allah: Allah's plan is that He will give them no portion in the Hereafter, but a severe punishment.",['pillars_of_faith']
3,177,"Those who purchase Unbelief at the price of faith,- not the least harm will they do to Allah, but they will have a grievous punishment.",['forbiden_acts']
3,179,"Allah will not leave the believers in the state in which ye are now, until He separates what is evil from what is good nor will He disclose to you the secrets of the Unseen. But He chooses of His Messengers (For the purpose) whom He pleases. So believe in Allah. And His messengers: And if ye believe and do right, ye have a reward without measure.","['pillars_of_faith', 'mandatory_acts', 'muslim_ethic', 'forbiden_acts']"
3,180,"And let not those who covetously withhold of the gifts which Allah Hath given them of His Grace, think that it is good for them: Nay, it will be the worse for them: soon shall the things which they covetously withheld be tied to their necks Like a twisted collar, on the Day of Judgment. To Allah belongs the heritage of the heavens and the earth; and Allah is well-acquainted with all that ye do.","['pillars_of_faith', 'forbiden_acts']"
3,181,"Allah hath heard the taunt of those who say: ""Truly, Allah is indigent and we are rich!""- We shall certainly record their word and (their act) of slaying the prophets in defiance of right, and We shall say: ""Taste ye the penalty of the Scorching Fire!","['pillars_of_faith', 'forbiden_acts']"
3,182,"""This is because of the (unrighteous deeds) which your hands sent on before ye: For Allah never harms those who serve Him.""","['pillars_of_faith', 'mandatory_acts', 'forbiden_acts', 'people_of_the_book']"
3,183,"They (also) said: ""Allah took our promise not to believe in an messenger unless He showed us a sacrifice consumed by Fire (From heaven)."" Say: ""There came to you messengers before me, with clear Signs and even with what ye ask for: why then did ye slay them, if ye speak the truth?""","['muslim_ethic', 'forbiden_acts']"
3,184,"Then if they reject thee, so were rejected messengers before thee, who came with Clear Signs, Books of dark prophecies, and the Book of Enlightenment.","['pillars_of_faith', 'people_of_the_book']"
3,185,Every soul shall have a taste of death: And only on the Day of Judgment shall you be paid your full recompense. Only he who is saved far from the Fire and admitted to the Garden will have attained the object (of Life): For the life of this world is but goods and chattels of deception.,['pillars_of_faith']
3,186,"Ye shall certainly be tried and tested in your possessions and in your personal selves; and ye shall certainly Hear much that will grieve you, from those who received the Book before you and from those who worship many gods. But if ye persevere patiently, and guard against evil,-then that will be a determining factor in all affairs.","['muslim_ethic', 'people_of_the_book']"
3,187,"And remember Allah took a covenant from the People of the Book, to make it known and clear to mankind, and not to hide it; but they threw it away behind their backs, and purchased with it some miserable gain! And vile was the bargain they made!",['forbiden_acts']
3,188,"Think not that those who exult in what they have brought about, and love to be praised for what they have not done,- think escape the penalty. For them is a penalty Grievous indeed.",['pillars_of_faith']
3,189,To Allah belongeth the dominion of the heavens and the earth; and Allah hath power over all things.,['pillars_of_faith']
3,190,"Behold! in the creation of the heavens and the earth, and the alternation of night and day,- there are indeed Signs for men of understanding,-","['pillars_of_faith', 'creation_and_creatures', 'science_in_the_quran']"
3,191,"Men who celebrate the praises of Allah, standing, sitting, and lying down on their sides, and contemplate the (wonders of) creation in the heavens and the earth, (With the thought): ""Our Lord! not for naught Hast Thou created (all) this! Glory to Thee! Give us salvation from the penalty of the Fire.",['pillars_of_faith']
3,192,"""Our Lord! any whom Thou dost admit to the Fire, Truly Thou coverest with shame, and never will wrong-doers Find any helpers!",['forbiden_acts']
3,193,"""Our Lord! we have heard the call of one calling (Us) to Faith, 'Believe ye in the Lord,' and we have believed. Our Lord! Forgive us our sins, blot out from us our iniquities, and take to Thyself our souls in the company of the righteous.","['pillars_of_faith', 'mandatory_acts', 'invocations_in_the_quran']"
3,194,"""Our Lord! Grant us what Thou didst promise unto us through Thine messengers, and save us from shame on the Day of Judgment: For Thou never breakest Thy promise.""","['pillars_of_faith', 'forbiden_acts']"
3,195,"And their Lord hath accepted of them, and answered them: ""Never will I suffer to be lost the work of any of you, be he male or female: Ye are members, one of another: Those who have left their homes, or been driven out therefrom, or suffered harm in My Cause, or fought or been slain,- verily, I will blot out from them their iniquities, and admit them into Gardens with rivers flowing beneath;- A reward from the presence of Allah, and from His presence is the best of rewards.""","['pillars_of_faith', 'mandatory_acts', 'forbiden_acts', 'creation_and_creatures']"
3,196,Let not the strutting about of the Unbelievers through the land deceive thee:,"['pillars_of_faith', 'forbiden_acts']"
3,198,"On the other hand, for those who fear their Lord, are Gardens, with rivers flowing beneath; therein are they to dwell (for ever),- a gift from the presence of Allah; and that which is in the presence of Allah is the best (bliss) for the righteous.","['pillars_of_faith', 'muslim_ethic']"
3,199,"And there are, certainly, among the People of the Book, those who believe in Allah, in the revelation to you, and in the revelation to them, bowing in humility to Allah: They will not sell the Signs of Allah for a miserable gain! For them is a reward with their Lord, and Allah is swift in account.","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts', 'people_of_the_book']"
3,200,O ye who believe! Persevere in patience and constancy; vie in such perseverance; strengthen each other; and fear Allah; that ye may prosper.,"['mandatory_acts', 'muslim_ethic']"
4,1,"O mankind! reverence your Guardian-Lord, who created you from a single person, created, of like nature, His mate, and from them twain scattered (like seeds) countless men and women;- reverence Allah, through whom ye demand your mutual (rights), and (reverence) the wombs (That bore you): for Allah ever watches over you.","['pillars_of_faith', 'muslim_ethic', 'creation_and_creatures']"
4,2,"To orphans restore their property (When they reach their age), nor substitute (your) worthless things for (their) good ones; and devour not their substance (by mixing it up) with your own. For this is indeed a great sin.","['forbiden_acts', 'foundations_of_the_laws']"
4,3,"If ye fear that ye shall not be able to deal justly with the orphans, Marry women of your choice, Two or three or four; but if ye fear that ye shall not be able to deal justly (with them), then only one, or (a captive) that your right hands possess, that will be more suitable, to prevent you from doing injustice.","['foundations_of_the_laws', 'creation_and_creatures']"
4,5,"To those weak of understanding Make not over your property, which Allah hath made a means of support for you, but feed and clothe them therewith, and speak to them words of kindness and justice.","['muslim_ethic', 'foundations_of_the_laws']"
4,6,"Make trial of orphans until they reach the age of marriage; if then ye find sound judgment in them, release their property to them; but consume it not wastefully, nor in haste against their growing up. If the guardian is well-off, Let him claim no remuneration, but if he is poor, let him have for himself what is just and reasonable. When ye release their property to them, take witnesses in their presence: But all-sufficient is Allah in taking account.","['forbiden_acts', 'foundations_of_the_laws']"
4,7,"From what is left by parents and those nearest related there is a share for men and a share for women, whether the property be small or large,-a determinate share.","['foundations_of_the_laws', 'creation_and_creatures']"
4,8,"But if at the time of division other relatives, or orphans or poor, are present, feed them out of the (property), and speak to them words of kindness and justice.","['muslim_ethic', 'foundations_of_the_laws']"
4,9,"Let those (disposing of an estate) have the same fear in their minds as they would have for their own if they had left a helpless family behind: Let them fear Allah, and speak words of appropriate (comfort).","['muslim_ethic', 'foundations_of_the_laws']"
4,10,"Those who unjustly eat up the property of orphans, eat up a Fire into their own bodies: They will soon be enduring a Blazing Fire!","['pillars_of_faith', 'forbiden_acts']"
4,11,"Allah (thus) directs you as regards your Children's (Inheritance): to the male, a portion equal to that of two females: if only daughters, two or more, their share is two-thirds of the inheritance; if only one, her share is a half. For parents, a sixth share of the inheritance to each, if the deceased left children; if no children, and the parents are the (only) heirs, the mother has a third; if the deceased Left brothers (or sisters) the mother has a sixth. (The distribution in all cases ('s) after the payment of legacies and debts. Ye know not whether your parents or your children are nearest to you in benefit. These are settled portions ordained by Allah; and Allah is All-knowing, Al-wise.","['pillars_of_faith', 'foundations_of_the_laws', 'creation_and_creatures']"
4,12,"In what your wives leave, your share is a half, if they leave no child; but if they leave a child, ye get a fourth; after payment of legacies and debts. In what ye leave, their share is a fourth, if ye leave no child; but if ye leave a child, they get an eighth; after payment of legacies and debts. If the man or woman whose inheritance is in question, has left neither ascendants nor descendants, but has left a brother or a sister, each one of the two gets a sixth; but if more than two, they share in a third; after payment of legacies and debts; so that no loss is caused (to any one). Thus is it ordained by Allah; and Allah is All-knowing, Most Forbearing.",['foundations_of_the_laws']
4,13,"Those are limits set by Allah: those who obey Allah and His Messenger will be admitted to Gardens with rivers flowing beneath, to abide therein (for ever) and that will be the supreme achievement.",['pillars_of_faith']
4,14,"But those who disobey Allah and His Messenger and transgress His limits will be admitted to a Fire, to abide therein: And they shall have a humiliating punishment.","['pillars_of_faith', 'forbiden_acts']"
4,15,"If any of your women are guilty of lewdness, Take the evidence of four (Reliable) witnesses from amongst you against them; and if they testify, confine them to houses until death do claim them, or Allah ordain for them some (other) way.","['pillars_of_faith', 'forbiden_acts', 'foundations_of_the_laws', 'creation_and_creatures']"
4,17,Allah accept the repentance of those who do evil in ignorance and repent soon afterwards; to them will Allah turn in mercy: For Allah is full of knowledge and wisdom.,"['pillars_of_faith', 'mandatory_acts', 'forbiden_acts']"
4,18,"Of no effect is the repentance of those who continue to do evil, until death faces one of them, and he says, ""Now have I repented indeed;"" nor of those who die rejecting Faith: for them have We prepared a punishment most grievous.","['pillars_of_faith', 'forbiden_acts']"
4,19,"O ye who believe! Ye are forbidden to inherit women against their will. Nor should ye treat them with harshness, that ye may Take away part of the dower ye have given them,-except where they have been guilty of open lewdness; on the contrary live with them on a footing of kindness and equity. If ye take a dislike to them it may be that ye dislike a thing, and Allah brings about through it a great deal of good.","['forbiden_acts', 'foundations_of_the_laws']"
4,20,"But if ye decide to take one wife in place of another, even if ye had given the latter a whole treasure for dower, Take not the least bit of it back: Would ye take it by slander and manifest wrong?","['forbiden_acts', 'foundations_of_the_laws']"
4,22,"And marry not women whom your fathers married,- except what is past: It was shameful and odious,- an abominable custom indeed.",['forbiden_acts']
4,23,"Prohibited to you (For marriage) are:- Your mothers, daughters, sisters; father's sisters, Mother's sisters; brother's daughters, sister's daughters; foster-mothers (Who gave you suck), foster-sisters; your wives' mothers; your step-daughters under your guardianship, born of your wives to whom ye have gone in,- no prohibition if ye have not gone in;- (Those who have been) wives of your sons proceeding from your loins; and two sisters in wedlock at one and the same time, except for what is past; for Allah is Oft-forgiving, Most Merciful;-",['mandatory_acts']
4,24,"Also (prohibited are) women already married, except those whom your right hands possess: Thus hath Allah ordained (Prohibitions) against you: Except for these, all others are lawful, provided ye seek (them in marriage) with gifts from your property,- desiring chastity, not lust, seeing that ye derive benefit from them, give them their dowers (at least) as prescribed; but if, after a dower is prescribed, agree Mutually (to vary it), there is no blame on you, and Allah is All-knowing, All-wise.","['forbiden_acts', 'foundations_of_the_laws', 'creation_and_creatures']"
4,25,"If any of you have not the means wherewith to wed free believing women, they may wed believing girls from among those whom your right hands possess: And Allah hath full knowledge about your faith. Ye are one from another: Wed them with the leave of their owners, and give them their dowers, according to what is reasonable: They should be chaste, not lustful, nor taking paramours: when they are taken in wedlock, if they fall into shame, their punishment is half that for free women. This (permission) is for those among you who fear sin; but it is better for you that ye practise self-restraint. And Allah is Oft-forgiving, Most Merciful.","['pillars_of_faith', 'mandatory_acts', 'muslim_ethic', 'forbiden_acts', 'foundations_of_the_laws']"
4,26,"Allah doth wish to make clear to you and to show you the ordinances of those before you; and (He doth wish to) turn to you (In Mercy): And Allah is All-knowing, All-wise.","['pillars_of_faith', 'mandatory_acts']"
4,27,"Allah doth wish to Turn to you, but the wish of those who follow their lusts is that ye should turn away (from Him),- far, far away.",['forbiden_acts']
4,28,Allah doth wish to lighten your (difficulties): For man was created Weak (in flesh).,"['mandatory_acts', 'creation_and_creatures']"
4,29,O ye who believe! Eat not up your property among yourselves in vanities: But let there be amongst you Traffic and trade by mutual good-will: Nor kill (or destroy) yourselves: for verily Allah hath been to you Most Merciful!,"['pillars_of_faith', 'forbiden_acts', 'foundations_of_the_laws']"
4,30,"If any do that in rancour and injustice,- soon shall We cast them into the Fire: And easy it is for Allah.","['pillars_of_faith', 'forbiden_acts']"
4,31,"If ye (but) eschew the most heinous of the things which ye are forbidden to do, We shall expel out of you all the evil in you, and admit you to a gate of great honour.",['forbiden_acts']
4,32,"And in no wise covet those things in which Allah Hath bestowed His gifts More freely on some of you than on others: To men is allotted what they earn, and to women what they earn: But ask Allah of His bounty. For Allah hath full knowledge of all things.","['pillars_of_faith', 'forbiden_acts', 'foundations_of_the_laws', 'creation_and_creatures']"
4,33,"To (benefit) every one, We have appointed shares and heirs to property left by parents and relatives. To those, also, to whom your right hand was pledged, give their due portion. For truly Allah is witness to all things.",['foundations_of_the_laws']
4,34,"Men are the protectors and maintainers of women, because Allah has given the one more (strength) than the other, and because they support them from their means. Therefore the righteous women are devoutly obedient, and guard in (the husband's) absence what Allah would have them guard. As to those women on whose part ye fear disloyalty and ill-conduct, admonish them (first), (Next), refuse to share their beds, (And last) beat them (lightly); but if they return to obedience, seek not against them Means (of annoyance): For Allah is Most High, great (above you all).","['forbiden_acts', 'foundations_of_the_laws', 'creation_and_creatures']"
4,35,"If ye fear a breach between them twain, appoint (two) arbiters, one from his family, and the other from hers; if they wish for peace, Allah will cause their reconciliation: For Allah hath full knowledge, and is acquainted with all things.","['pillars_of_faith', 'muslim_ethic']"
4,36,"Serve Allah, and join not any partners with Him; and do good- to parents, kinsfolk, orphans, those in need, neighbours who are near, neighbours who are strangers, the companion by your side, the wayfarer (ye meet), and what your right hands possess: For Allah loveth not the arrogant, the vainglorious;-","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts', 'foundations_of_the_laws']"
4,37,"(Nor) those who are niggardly or enjoin niggardliness on others, or hide the bounties which Allah hath bestowed on them; for We have prepared, for those who resist Faith, a punishment that steeps them in contempt;-","['pillars_of_faith', 'forbiden_acts']"
4,38,"Not those who spend of their substance, to be seen of men, but have no faith in Allah and the Last Day: If any take the Evil One for their intimate, what a dreadful intimate he is!","['pillars_of_faith', 'mandatory_acts', 'forbiden_acts', 'creation_and_creatures']"
4,39,"And what burden Were it on them if they had faith in Allah and in the Last Day, and they spent out of what Allah hath given them for sustenance? For Allah hath full knowledge of them.",['pillars_of_faith']
4,40,"Allah is never unjust in the least degree: If there is any good (done), He doubleth it, and giveth from His own presence a great reward.","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts']"
4,41,"How then if We brought from each people a witness, and We brought thee as a witness against these people!","['pillars_of_faith', 'foundations_of_the_laws']"
4,42,On that day those who reject Faith and disobey the messenger will wish that the earth Were made one with them: But never will they hide a single fact from Allah!,['forbiden_acts']
4,43,"O ye who believe! Approach not prayers with a mind befogged, until ye can understand all that ye say,- nor in a state of ceremonial impurity (Except when travelling on the road), until after washing your whole body. If ye are ill, or on a journey, or one of you cometh from offices of nature, or ye have been in contact with women, and ye find no water, then take for yourselves clean sand or earth, and rub therewith your faces and hands. For Allah doth blot out sins and forgive again and again.","['mandatory_acts', 'foundations_of_the_laws']"
4,44,"Hast thou not turned Thy vision to those who were given a portion of the Book? they traffic in error, and wish that ye should lose the right path.","['pillars_of_faith', 'forbiden_acts', 'people_of_the_book']"
4,45,"But Allah hath full knowledge of your enemies: Allah is enough for a protector, and Allah is enough for a Helper.",['pillars_of_faith']
4,46,"Of the Jews there are those who displace words from their (right) places, and say: ""We hear and we disobey""; and ""Hear what is not Heard""; and ""Ra'ina""; with a twist of their tongues and a slander to Faith. If only they had said: ""What hear and we obey""; and ""Do hear""; and ""Do look at us""; it would have been better for them, and more proper; but Allah hath cursed them for their Unbelief; and but few of them will believe.","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts', 'people_of_the_book']"
4,47,"O ye People of the Book! believe in what We have (now) revealed, confirming what was (already) with you, before We change the face and fame of some (of you) beyond all recognition, and turn them hindwards, or curse them as We cursed the Sabbath-breakers, for the decision of Allah Must be carried out.","['pillars_of_faith', 'muslim_ethic', 'people_of_the_book']"
4,48,"Allah forgiveth not that partners should be set up with Him; but He forgiveth anything else, to whom He pleaseth; to set up partners with Allah is to devise a sin Most heinous indeed.","['pillars_of_faith', 'mandatory_acts', 'forbiden_acts', 'people_of_the_book']"
4,49,Hast thou not turned Thy vision to those who claim sanctity for themselves? Nay-but Allah Doth sanctify whom He pleaseth. But never will they fail to receive justice in the least little thing.,"['forbiden_acts', 'people_of_the_book']"
4,50,Behold! how they invent a lie against Allah! but that by itself is a manifest sin!,['forbiden_acts']
4,51,"Hast thou not turned Thy vision to those who were given a portion of the Book? they believe in sorcery and Evil, and say to the Unbelievers that they are better guided in the (right) way Than the believers!","['pillars_of_faith', 'forbiden_acts']"
4,54,"Or do they envy mankind for what Allah hath given them of his bounty? but We had already given the people of Abraham the Book and Wisdom, and conferred upon them a great kingdom.","['pillars_of_faith', 'forbiden_acts', 'people_of_the_book', 'science_in_the_quran']"
4,55,"Some of them believed, and some of them averted their faces from him: And enough is Hell for a burning fire.","['pillars_of_faith', 'forbiden_acts']"
4,56,"Those who reject our Signs, We shall soon cast into the Fire: as often as their skins are roasted through, We shall change them for fresh skins, that they may taste the penalty: for Allah is Exalted in Power, Wise.","['pillars_of_faith', 'forbiden_acts']"
4,57,"But those who believe and do deeds of righteousness, We shall soon admit to Gardens, with rivers flowing beneath,- their eternal home: Therein shall they have companions pure and holy: We shall admit them to shades, cool and ever deepening.","['pillars_of_faith', 'muslim_ethic']"
4,58,"Allah doth command you to render back your Trusts to those to whom they are due; And when ye judge between man and man, that ye judge with justice: Verily how excellent is the teaching which He giveth you! For Allah is He Who heareth and seeth all things.","['pillars_of_faith', 'muslim_ethic', 'foundations_of_the_laws']"
4,59,"O ye who believe! Obey Allah, and obey the Messenger, and those charged with authority among you. If ye differ in anything among yourselves, refer it to Allah and His Messenger, if ye do believe in Allah and the Last Day: That is best, and most suitable for final determination.","['pillars_of_faith', 'muslim_ethic', 'foundations_of_the_laws']"
4,60,"Hast thou not turned Thy vision to those who declare that they believe in the revelations that have come to thee and to those before thee? Their (real) wish is to resort together for judgment (in their disputes) to the Evil One, though they were ordered to reject him. But Satan's wish is to lead them astray far away (from the right).","['pillars_of_faith', 'forbiden_acts', 'foundations_of_the_laws', 'creation_and_creatures']"
4,62,"How then, when they are seized by misfortune, because of the deeds which they hands have sent forth? Then their come to thee, swearing by Allah: ""We meant no more than good-will and conciliation!""","['muslim_ethic', 'forbiden_acts', 'foundations_of_the_laws']"
4,63,"Those men,-Allah knows what is in their hearts; so keep clear of them, but admonish them, and speak to them a word to reach their very souls.","['pillars_of_faith', 'muslim_ethic', 'forbiden_acts']"
4,64,"We sent not a messenger, but to be obeyed, in accordance with the will of Allah. If they had only, when they were unjust to themselves, come unto thee and asked Allah's forgiveness, and the Messenger had asked forgiveness for them, they would have found Allah indeed Oft-returning, Most Merciful.","['mandatory_acts', 'forbiden_acts']"
4,65,"But no, by the Lord, they can have no (real) Faith, until they make thee judge in all disputes between them, and find in their souls no resistance against Thy decisions, but accept them with the fullest conviction.",['foundations_of_the_laws']
4,67,And We should then have given them from our presence a great reward;,"['pillars_of_faith', 'forbiden_acts', 'people_of_the_book']"
4,69,"All who obey Allah and the messenger are in the company of those on whom is the Grace of Allah,- of the prophets (who teach), the sincere (lovers of Truth), the witnesses (who testify), and the Righteous (who do good): Ah! what a beautiful fellowship!","['pillars_of_faith', 'muslim_ethic']"
4,72,"There are certainly among you men who would tarry behind: If a misfortune befalls you, they say: ""Allah did favour us in that we were not present among them.""",['forbiden_acts']
4,74,"Let those fight in the cause of Allah Who sell the life of this world for the hereafter. To him who fighteth in the cause of Allah,- whether he is slain or gets victory - Soon shall We give him a reward of great (value).",['pillars_of_faith']
